0.257stalk-surface-below-ring=k+0.256stalk-surface-above-ring=k+0.234ring-type=l+0.231odor=f-0.215ring-type=p...,'0.244gill-attachment=a-0.24veil-color=w+0.24 stalk-color-above-ring=o+0.24 stalk-color-below-ring=o+0.225habitat=l...',class
-3.538659,-2.335263,e
-2.471171,-2.079378,e
-3.388262,-1.421482,e
-4.225319,-1.520664,p
-3.204229,-2.554318,e
-3.255776,-2.135361,e
-3.528584,-1.680754,e
-3.158698,-1.991175,e
-3.544137,-2.292665,e
-4.065253,-2.042328,e
-2.74566,-1.961292,e
-2.919448,-1.289377,e
-2.697369,-0.497707,e
-3.550764,-1.908272,e
-3.224531,-2.056653,e
-3.81027,-2.249747,e
-2.680185,-0.287735,e
-4.936855,-1.780646,e
-2.95052,-1.360334,p
-1.018022,-0.736577,e
-2.575816,-2.014496,e
-3.448754,-0.876128,e
-3.470999,-1.150819,p
-2.665717,-2.076449,e
-2.753642,-1.904619,e
-3.591909,-1.881055,e
-2.970783,-2.281603,e
-3.356055,-1.412499,e
-4.474483,-2.221172,e
-3.883282,-2.404848,e
-3.822303,-1.565532,e
-2.195012,-2.342202,e
-3.171278,-1.113679,e
-2.083364,-2.865251,e
-1.689456,-1.071855,e
-3.37117,-1.84619,e
-1.495485,-0.536737,e
-3.700893,-0.982276,p
-1.676496,0.101457,e
-2.79049,-1.912603,e
-4.335961,-1.939614,e
-4.565389,-2.372638,e
-4.325423,-2.14296,e
-3.275703,-1.166402,p
-3.488828,-1.98003,p
-2.795253,-0.502987,e
-2.087273,-0.39003,e
-3.896838,-2.494695,e
-3.790096,-1.556549,e
-1.800741,-1.024701,e
-3.000856,-0.813086,p
-2.635455,-2.397003,e
-2.703684,-1.734339,e
-3.417247,-1.478976,e
-2.748956,-2.733986,e
-3.890144,-2.530235,e
-2.105124,-0.916735,e
-2.850268,-1.879423,e
-3.608507,-1.143818,p
-2.062165,-2.180107,e
-2.813494,-1.531871,e
-2.978625,-2.102415,e
-1.719722,0.326094,e
-2.299434,-2.378147,e
-4.308868,-1.992865,e
-2.387417,-2.489352,e
-3.595498,-1.059813,p
-1.810145,-0.271611,e
-2.802135,-2.855756,e
-2.059,-0.226804,e
-1.950889,-0.480663,e
-2.603248,-2.38802,e
-2.532337,-2.205732,e
-3.17411,-1.859335,e
-4.222055,-2.281919,e
-2.462755,-1.070325,e
-3.108986,-1.881532,e
-3.458397,-2.344846,e
-2.727185,-1.483947,e
-2.865462,-1.90508,e
-2.345419,-0.495287,e
-3.174356,-1.919972,e
-2.754468,-2.584252,e
-3.967002,-1.911079,p
-1.689456,-1.071855,e
-4.210229,-2.506398,e
-2.938576,-2.27262,e
-1.817618,0.014573,e
-3.461071,-1.908143,e
-2.955363,-1.967034,e
-3.298422,-1.489052,p
-3.881571,-2.323467,e
-1.329373,-1.194121,e
-2.18703,-2.398875,e
-3.044265,-1.905708,e
-2.513441,-1.130202,e
-3.210566,-1.265238,p
-2.934061,-2.34142,e
-2.578213,-1.787756,e
-2.888724,-2.040462,e
-3.079911,-0.762766,p
-4.501575,-2.167921,e
-2.656585,-2.578971,e
-4.656046,-1.915777,e
-2.545554,-2.33505,e
-4.758342,-2.013692,e
-4.324135,-2.164093,e
-2.910954,-0.751133,p
-3.451703,-2.380386,e
-3.182254,-1.105936,e
-2.982917,-1.939191,e
-2.838529,-2.132135,e
-2.014638,-0.877923,e
-2.547473,-2.285798,e
-2.984073,-0.595624,p
-2.776904,-2.04,e
-2.47309,-2.030127,e
-2.354903,-2.522512,e
-3.612281,-1.277275,p
-2.968248,-2.198372,e
-3.534215,-1.828085,e
-2.569055,-2.084659,e
-3.534523,-1.272782,p
-2.996659,-1.531424,e
-3.406169,-1.65196,e
-3.365604,-1.228356,p
-2.926385,-2.35595,e
-3.98046,-2.418259,e
-2.457564,-1.777436,e
-3.052002,-1.788398,e
-4.062299,-1.614219,p
-3.383313,-1.903651,e
-3.343632,-2.359176,e
-3.038005,-2.096794,e
-2.71921,-1.98703,e
-2.664567,-2.522298,e
-2.24174,-2.325177,e
-3.084209,-1.797382,e
-2.719448,-1.601258,e
-3.052702,-2.40023,e
-3.368163,-2.38269,e
-2.73781,-1.694071,e
-0.717698,0.165439,e
-1.83985,-0.588453,e
-3.258871,-2.01905,e
-3.287156,-1.464712,e
-4.236731,-2.189706,e
-2.80497,-2.450435,e
-3.008304,-2.474576,e
-2.923144,-0.504329,p
-2.895917,-2.227248,e
-3.535389,-1.299326,p
-3.352577,-2.232778,e
-3.609168,-2.504439,e
-2.719203,-1.540621,e
-1.81775,-0.337106,e
-3.808151,-2.225492,e
-2.896706,-1.983788,e
-3.212423,-1.086463,e
-3.469927,-1.697509,e
-1.359296,-0.035801,e
-2.747275,-2.397465,e
-3.608458,-1.961242,e
-3.030785,-1.491156,e
-3.385867,-2.149625,e
-3.076472,-1.914692,e
-3.110068,-1.789395,e
-2.141058,-2.918221,e
-2.541319,-1.367462,e
-2.899349,-2.250585,e
-2.343322,-1.506246,e
-3.388324,-1.551006,p
-2.383188,-1.968173,e
-3.292486,-1.383864,p
-4.839504,-2.273046,e
-3.284687,-1.371651,e
-2.257326,-2.475088,e
-3.320496,-2.111185,e
-2.233757,-2.38185,e
-3.965616,-2.349545,e
-2.928124,-2.236232,e
-1.819559,-0.368555,e
-2.276931,-2.460829,e
-3.434496,-2.351405,e
-4.936855,-1.780646,e
-3.344983,-0.808348,p
-0.85097,-0.329797,e
-3.352916,-0.708986,e
-4.494714,-2.042534,e
-3.078518,-1.752831,e
-1.361704,0.188011,e
-2.756938,-2.677313,e
-2.267371,-0.817056,e
-2.10924,-1.417768,e
-2.437229,-1.849539,e
-3.630854,-2.465595,e
-2.185451,-0.69843,e
-3.466047,-2.38797,e
-2.735735,-1.527379,e
-2.108041,-1.762131,e
-2.356453,-2.806195,e
-2.240777,-2.394902,e
-4.129067,-2.247044,e
-4.122373,-2.282584,e
-3.232514,-1.99998,e
-2.589357,-1.586994,e
-2.915162,-0.561003,p
-3.537443,-2.328205,e
-2.975224,-1.391599,e
-2.871064,-2.804923,e
-3.988783,-2.016702,e
-1.005323,-0.020467,e
-2.496294,-1.669129,e
-4.213905,-2.177665,e
-3.948427,-1.329209,p
-3.01598,-2.460046,e
-4.758342,-2.013692,e
-4.481177,-2.185632,e
-4.23861,-2.432014,e
-4.059291,-2.185878,e
-3.280509,-2.321508,e
-4.656046,-1.915777,e
-3.440772,-0.932801,e
-4.070282,-1.557546,p
-2.75547,-0.929609,e
-2.597094,-1.469684,e
-3.553964,-1.881195,p
-2.832948,-1.93824,e
-3.266854,-1.962377,e
-2.90379,-1.36058,e
-2.995526,-0.893934,e
-2.591733,-2.55031,e
-2.714279,-2.631941,e
-3.260216,-1.245357,e
-3.263064,-0.689721,p
-2.997233,-2.255865,e
-2.671171,-1.767498,e
-2.508899,-2.769661,e
-3.202183,-2.71618,e
-3.151807,-2.637889,e
-2.992718,-2.324665,e
-2.810117,-2.799083,e
-2.241494,-2.26454,e
-2.789357,-1.275114,e
-3.67191,-2.048933,e
-1.146868,0.432804,e
-2.935034,-1.439289,e
-3.231557,-1.292569,p
-1.449109,-0.04908,e
-3.118768,-1.602361,e
-3.736251,-1.781607,p
-2.893871,-2.38911,e
-2.846839,-2.739266,e
-2.56585,-1.390976,e
-2.505364,-2.382739,e
-2.631227,-1.875825,e
-2.297515,-2.427398,e
-2.53781,-2.005951,e
-2.687958,-1.461912,e
-3.206792,-1.131781,p
-2.960511,-2.315682,e
-3.827019,-1.870104,p
-4.065641,-1.397545,p
-3.267116,-1.280821,e
-3.189942,-2.069883,e
-2.59734,-1.530321,e
-3.340336,-1.586482,e
-2.806015,-2.165295,e
-2.901854,-2.332436,e
-1.376039,-0.598494,e
-2.321012,-0.105482,e
-3.526539,-1.842615,e
-2.885384,-1.459169,p
-3.610236,-1.439136,p
-3.178871,-1.851172,e
-3.866508,-1.210583,p
-2.447663,-1.88336,e
-2.840931,-1.881567,e
-3.089467,-0.518087,p
-2.877402,-1.515842,p
-2.833196,-0.74664,p
-4.150155,-1.838034,p
-3.402289,-2.342422,e
-1.181594,0.048674,e
-3.32037,-2.223795,e
-2.480833,-2.359226,e
-3.071929,-0.819439,p
-3.442478,-2.294732,e
-1.538518,-0.157099,e
-2.988616,-1.690877,e
-3.354622,-2.070917,e
-3.745099,-1.751477,p
-3.059984,-1.731725,e
-3.010833,-2.111399,e
-4.223274,-1.682525,p
-2.761378,-1.787308,e
-3.502134,-1.706492,e
-3.161226,-1.627997,e
-2.873138,-1.89055,e
-4.079689,-2.168167,e
-3.260462,-1.305994,e
-3.402415,-2.229812,e
-3.24463,-1.095446,e
-3.054047,-1.626537,e
-2.051157,-2.856268,e
-3.677418,-1.178439,p
-2.415395,-1.977157,e
-1.941179,-0.760265,e
-3.4307,-1.675474,e
-1.955387,0.013378,e
-2.578717,-2.364506,e
-3.370208,-2.220828,e
-3.554694,-1.260499,p
-3.133674,-1.287289,p
-3.142149,-1.910989,e
-1.369006,0.243801,e
-3.190905,-2.000159,e
-2.524355,-2.262405,e
-3.620321,-1.214107,e
-3.38504,-1.469992,e
-2.983773,-2.451063,e
-2.897669,-1.914064,e
-2.454283,-0.600718,e
-3.076779,-1.872549,e
-2.629547,-1.539304,e
-2.679153,-1.710825,e
-3.558746,-1.851599,e
-3.0471,-1.500387,e
-2.877586,-1.446955,e
-3.114327,-2.492365,e
-2.821871,-1.241954,e
-4.158138,-1.781361,p
-2.903899,-2.170575,e
-3.972477,-2.474932,e
-2.910553,-2.145402,e
-3.290624,-1.476839,e
-2.266361,-0.566334,e
-4.407025,-1.979646,e
-3.409265,-1.535649,e
-1.727848,-0.275153,e
-4.160183,-1.619499,p
-3.287983,-2.144345,e
-3.974984,-1.854405,p
-3.300279,-1.310277,e
-3.139071,-1.104696,e
-3.620993,-2.27996,e
-2.870609,-2.253728,e
-3.16668,-1.934502,e
-2.744441,-2.802786,e
-3.222149,-2.078867,e
-3.612338,-1.27078,e
-3.255082,-0.746394,p
-2.513347,-2.326066,e
-3.039118,-1.55706,e
-1.632745,-0.30842,e
-2.911772,-1.303907,e
-1.503709,-0.405052,e
-3.544137,-2.292665,e
-3.375839,-2.36816,e
-3.520602,-1.737427,e
-2.398907,-1.79419,e
-4.057659,-1.454218,p
-2.026312,-1.048418,e
-3.652528,-1.223091,e
-2.707086,-2.445155,e
-3.006793,-0.918274,p
-3.021458,-2.321522,e
-1.951399,-0.710174,e
-1.282701,-0.186538,e
-1.551882,-0.554219,e
-3.060947,-1.662001,e
-2.6915,-2.295244,e
-3.234909,-1.271837,e
-2.697621,-1.74176,e
-2.500917,-2.826334,e
-2.904616,-2.040214,e
-3.136763,-1.948113,e
-2.972128,-1.50791,e
-3.438377,-1.660944,e
-2.646946,-1.701842,e
-2.906314,-0.591132,p
-3.549801,-1.977996,e
-3.145708,-1.821715,e
-3.174417,-1.817192,e
-2.789145,-2.686296,e
-2.920448,-2.250762,e
-3.003509,-0.837261,e
-1.797257,-0.587333,e
-3.263758,-2.078688,e
-2.489533,-2.172191,e
-3.117635,-0.964871,e
-2.829195,-2.516092,e
-3.614299,-2.3155,e
-3.279117,-1.527879,p
-2.842044,-0.716511,p
-3.40037,-2.391673,e
-3.290378,-1.416202,e
-3.602254,-1.495809,p
-2.695702,-1.791012,e
-3.629858,-0.943129,p
-3.416547,-0.867144,e
-3.283685,-1.109729,p
-3.114539,-1.081182,e
-2.20155,-2.372867,e
-2.347227,-2.537041,e
-3.29836,-1.359529,e
-1.44859,-0.438089,e
-1.173612,-0.007999,e
-3.206624,-1.826175,e
-2.03271,-1.169135,e
-3.169209,-1.571324,e
-2.65131,-2.342933,e
-3.203096,-1.916829,e
-2.95061,-2.421606,e
-1.492568,-0.531037,e
-3.648647,-1.913552,e
-2.663427,-1.438399,e
-2.695948,-1.851649,e
-3.901866,-2.009914,p
-3.259134,-1.337494,e
-2.274533,-2.687569,e
-1.473935,-0.910015,e
-3.170561,-1.244041,e
-2.481072,-1.973454,e
-3.561946,-1.824522,p
-2.741212,-2.404887,e
-3.377058,-1.526665,e
-3.162578,-1.300714,e
-3.360898,-0.652313,e
-2.992472,-2.264028,e
-2.846096,-1.30761,e
-2.940884,-1.429202,e
-3.37819,-2.164155,e
-3.351614,-2.302503,e
-2.415456,-1.874377,e
-3.883282,-2.404848,e
-3.204441,-1.143136,e
-2.331641,-2.38713,e
-3.494025,-1.875775,e
-4.155543,-1.459499,p
-3.227627,-1.940342,e
-1.506776,0.242605,e
-3.052374,-1.736425,e
-3.070842,-1.76736,e
-3.178297,-1.126731,e
-3.035716,-0.846244,e
-2.323659,-2.443804,e
-2.813494,-1.531871,e
-2.65889,-0.789556,p
-2.943979,-1.312891,e
-1.987848,-0.356087,e
-3.728269,-1.83828,p
-3.900137,-1.714595,p
-3.526588,-1.025191,p
-1.494296,-0.308109,e
-4.23046,-2.32776,e
-3.893884,-2.066587,p
-2.955125,-2.352806,e
-3.53626,-1.666224,e
-1.632065,-0.309304,e
-2.63122,-1.429416,e
-2.87734,-1.386319,e
-2.822697,-1.921587,e
-3.270316,-1.253744,p
-3.124826,-1.317418,p
-2.935997,-1.369564,e
-2.339385,-2.71623,e
-1.499474,0.186816,e
-3.084455,-1.858019,e
-2.390925,-1.850863,e
-3.336183,-0.534213,p
-2.880391,-1.974557,e
-2.593754,-0.888391,p
-2.864673,-2.14854,e
-2.781163,-2.742969,e
-3.710222,-1.276061,e
-1.184134,-0.079193,e
-2.67141,-1.381726,e
-4.231256,-1.625852,p
-1.81589,-0.208355,e
-3.34664,-2.12759,e
-3.526233,-1.884758,e
-2.847845,-0.354181,e
-2.587417,-2.177472,e
-1.546137,-0.617475,e
-2.096641,-0.425185,e
-1.929751,-0.650407,e
-2.438964,-2.070395,e
-3.442817,-0.770939,e
-1.856662,-0.329341,e
-2.449589,-2.280518,e
-3.531974,-0.937849,p
-2.995314,-2.305116,e
-2.536847,-2.075675,e
-3.116722,-1.764222,e
-2.607719,-1.679807,e
-3.259877,-2.76915,e
-3.480846,-2.036704,p
-3.473723,-2.37344,e
-3.02874,-1.653017,e
-3.236648,-1.152119,e
-2.809111,-2.048983,e
-3.498466,-0.985771,e
-2.591733,-2.55031,e
-3.073974,-0.657578,p
-3.045026,-2.41476,e
-3.344595,-2.289452,e
-2.695941,-1.405239,e
-3.197198,-1.409252,p
-2.513041,-2.36821,e
-3.818218,-1.595969,p
-3.146747,-1.090166,e
-2.753336,-1.946762,e
-3.102086,-1.846068,e
-3.202522,-1.192387,e
-2.447909,-1.943997,e
-3.235609,-1.883669,e
-3.166434,-1.873865,e
-2.627473,-2.453676,e
-2.853115,-1.320662,e
-4.157448,-2.17266,e
-2.958592,-2.364933,e
-2.528865,-2.132348,e
-3.08212,-2.483381,e
-0.858952,-0.273124,e
-3.766029,-0.88344,p
-1.315545,-0.445679,e
-2.307171,-2.260837,e
-1.484585,-0.587711,e
-3.353659,-2.140642,e
-3.282642,-1.533512,e
-2.747488,-0.986282,e
-3.282388,-2.563816,e
-2.37227,-1.031513,e
-2.63236,-2.513315,e
-2.423438,-1.817704,e
-3.028866,-1.540407,e
-3.358027,-2.544053,e
-2.331396,-2.326493,e
-4.130355,-2.22591,e
-3.462908,-1.684457,e
-3.798078,-1.499876,e
-2.912599,-1.98354,e
-3.236954,-1.109976,e
-3.062992,-1.500139,e
-2.270647,-0.341378,e
-2.806978,-2.09557,e
-3.289082,-2.528276,e
-3.314433,-2.118607,e
-3.879146,-1.687264,p
-3.079307,-1.509371,e
-4.1434,-1.402038,p
-2.621565,-1.595977,e
-2.752423,-2.746113,e
-3.835001,-1.813431,p
-2.53949,-2.342471,e
-3.908119,-1.657922,p
-2.57968,-2.294782,e
-3.319364,-1.473695,e
-3.132808,-1.260745,p
-3.551846,-1.816135,e
-2.837389,-1.048236,e
-2.879046,-2.74825,e
-3.020495,-2.391246,e
-1.66874,-0.294957,e
-3.931644,-1.111748,p
-2.926079,-2.398093,e
-2.603876,-2.607772,e
-2.694978,-1.474964,e
-2.870364,-2.193091,e
-4.486732,-2.099207,e
-3.068796,-1.929222,e
-3.074138,-2.540055,e
-2.605076,-1.41301,e
-3.774012,-0.826767,p
-2.663733,-1.396256,e
-3.806863,-2.246625,e
-2.66374,-1.842665,e
-2.598057,-1.399959,e
-2.330678,-2.456855,e
-2.687965,-1.908322,e
-2.728865,-1.820468,e
-1.182274,0.049558,e
-4.238442,-2.271087,e
-1.985179,-0.621718,e
-3.189216,-1.465926,p
-3.137001,-1.562341,e
-3.3282,-0.590886,p
-3.147053,-1.048022,e
-3.076533,-1.811912,e
-3.458064,-2.444643,e
-3.062029,-1.569864,e
-2.973091,-1.438186,e
-3.265833,-2.413721,e
-3.518557,-1.899288,e
-3.616134,-1.946712,e
-2.675674,-1.007018,p
-2.830547,-2.188808,e
-3.514398,-1.271994,p
-3.461945,-1.754182,e
-1.354232,-0.098173,e
-3.040511,-2.48356,e
-3.170568,-0.305906,p
-2.439927,-2.00067,e
-3.552099,-0.938637,p
-1.638187,-0.12388,e
-2.769055,-1.772779,e
-2.610095,-2.210224,e
-2.533124,-2.835318,e
-3.113501,-1.812732,e
-2.936106,-2.179559,e
-2.331403,-2.772903,e
-3.288289,-2.102202,e
-2.746486,-2.640925,e
-2.720216,-2.73713,e
-2.085123,-0.701701,e
-2.721128,-1.937778,e
-2.663434,-1.884808,e
-3.383313,-1.903651,e
-1.368737,-0.654284,e
-2.862627,-2.310401,e
-3.408352,-2.335,e
-2.367663,-1.715482,e
-3.16897,-1.957096,e
-2.988677,-1.588097,e
-3.250434,-1.524529,e
-3.450799,-0.714266,e
-2.129101,-0.79465,e
-3.150848,-1.723954,e
-3.141903,-1.850352,e
-2.907331,-2.193912,e
-2.59536,-1.248828,e
-3.810236,-1.652642,p
-2.850026,-0.659838,p
-1.99532,-0.069902,e
-3.504053,-1.657241,e
-3.108023,-1.951257,e
-2.877579,-1.000546,e
-2.339378,-2.26982,e
-2.711466,-1.657931,e
-2.624377,-2.569988,e
-2.854078,-1.250937,e
-2.98094,-1.705407,e
-0.866609,0.290229,e
-3.371541,-1.333544,p
-2.521016,-1.865127,e
-2.141072,-0.014424,e
-3.939626,-1.055074,p
-3.546712,-1.317172,p
-4.135418,-1.458711,p
-2.715068,-2.388482,e
-2.581508,-1.319773,e
-2.209287,-2.255557,e
-2.655751,-1.452929,e
-3.226927,-1.32851,e
-3.141656,-1.230616,p
-3.458856,-1.093358,p
-2.457571,-2.223845,e
-3.292297,-1.366951,e
-2.489772,-1.786419,e
-2.055331,-0.066605,e
-2.143309,-0.021007,e
-2.930594,-2.329293,e
-3.295965,-2.087672,e
-3.251895,-2.825823,e
-4.073236,-1.985654,e
-2.782753,-2.029914,e
-2.987571,-1.976017,e
-3.300406,-1.197668,e
-2.736847,-1.763795,e
-3.742429,-1.285044,e
-2.481789,-1.843092,e
-2.513279,-1.982437,e
-2.777867,-1.970275,e
-3.327346,-1.417022,e
-3.022803,-1.547829,e
-2.727192,-1.930357,e
-2.920931,-2.049445,e
-3.559828,-1.759462,e
-2.265002,-2.460558,e
-2.595266,-2.444693,e
-3.016255,-2.606734,e
-3.792427,-2.120786,e
-3.19542,-1.931358,e
-3.692155,-1.557763,p
-3.498254,-2.396953,e
-4.147561,-1.516172,p
-1.243448,-0.102374,e
-3.454216,-0.933357,p
-3.017544,-2.585601,e
-4.409876,-2.111913,e
-2.351304,-1.449573,e
-3.560791,-1.689737,e
-2.821565,-1.284097,e
-2.927298,-1.556599,e
-3.496071,-1.713914,e
-2.39987,-1.724466,e
-3.320709,-0.700003,e
-2.89688,-2.157524,e
-4.741787,-1.863597,e
-2.959505,-1.565582,e
-3.980801,-2.073375,e
-3.202584,-1.321911,p
-2.931556,-2.259568,e
-2.391888,-1.781139,e
-3.202768,-1.253024,e
-2.272984,-2.403885,e
-1.845521,-0.455326,e
-2.088659,-0.481858,e
-2.139923,-2.184599,e
-0.940263,-0.732085,e
-2.307178,-2.707246,e
-2.573526,-1.376446,e
-3.438683,-1.6188,e
-2.991755,-2.39439,e
-3.256739,-2.065637,e
-2.813998,-2.108622,e
-3.197924,-2.01321,e
-3.32481,-1.333791,e
-2.188603,-0.561841,e
-3.740384,-1.446906,e
-2.996353,-1.573567,e
-3.436639,-1.267502,p
-1.812685,-0.399478,e
-2.579434,-2.234145,e
-3.312514,-2.167858,e
-2.992055,-0.538951,p
-3.132248,-2.016913,e
-2.154899,-0.762867,e
-2.838857,-2.795939,e
-2.173265,-2.927205,e
-1.429017,0.247098,e
-2.505603,-1.996967,e
-2.963107,-2.296133,e
-0.880252,-0.735382,e
-4.051309,-2.242551,e
-4.497732,-2.335727,e
-2.671416,-1.828135,e
-3.700195,-1.494595,e
-2.965109,-1.494859,e
-3.080987,-1.845892,e
-2.51334,-1.879657,e
-3.269161,-1.118959,e
-3.64553,-2.373382,e
-3.29044,-1.545725,p
-3.316828,-1.390464,e
-3.234603,-1.313981,e
-3.453089,-1.964816,e
-2.872655,-2.091867,e
-3.502008,-1.819102,e
-3.330246,-0.429025,p
-2.774771,-2.086587,e
-3.060684,-2.343557,e
-3.167226,-0.52258,p
-2.943016,-1.382615,e
-2.879259,-1.337067,e
-1.361024,0.187127,e
-3.113194,-1.854875,e
-3.214774,-1.075107,p
-2.796987,-2.507108,e
-2.637284,-1.421994,e
-2.489778,-2.232828,e
-3.164039,-2.602008,e
-2.823239,-1.816072,e
-3.992523,-1.553054,p
-3.234646,-1.953393,e
-2.505458,-1.186875,e
-3.51774,-1.05532,p
-3.47089,-1.627784,e
-2.842324,-2.808066,e
-2.050022,-2.122646,e
-2.631008,-2.840598,e
-2.590818,-2.888288,e
-3.52238,-1.215321,p
-2.423132,-1.859847,e
-3.14023,-1.96024,e
-3.292424,-1.254341,e
-0.725681,0.222112,e
-2.984736,-2.381338,e
-3.046311,-1.743847,e
-3.284102,-2.834806,e
-2.479153,-2.022705,e
-2.446301,-0.657392,e
-3.02944,-2.264848,e
-4.233301,-1.463991,p
-2.988922,-1.648734,e
-3.538656,-0.938081,e
-1.807908,-0.265029,e
-2.364435,-2.749522,e
-2.952529,-2.372355,e
-2.480826,-1.912817,e
-3.639702,-2.03995,e
-3.625299,-2.55202,e
-1.943417,-0.766848,e
-3.226664,-2.010066,e
-3.345677,-2.197315,e
-3.85177,-0.83126,p
-3.61983,-1.161664,p
-3.085428,-0.955887,e
-2.637122,-1.103699,e
-2.639927,-1.68879,e
-3.583927,-1.937728,e
-3.984541,-1.609727,p
-4.230037,-2.225246,e
-2.299188,-2.31751,e
-3.587516,-1.116486,p
-2.291452,-2.43482,e
-3.198887,-1.943485,e
-3.528278,-1.722897,e
-3.539956,-0.881176,p
-3.312387,-2.280468,e
-2.488809,-1.856144,e
-2.885322,-1.329645,e
-2.555209,-2.168488,e
-2.99881,-0.974948,p
-3.085216,-2.36707,e
-3.08897,-1.789218,e
-3.363559,-1.390217,p
-2.655758,-1.899338,e
-1.867534,0.30687,e
-2.355209,-2.480368,e
-1.380596,-0.498059,e
-1.256336,0.213348,e
-1.550826,-0.189794,e
-0.345648,0.413099,e
-2.423378,-1.920484,e
-0.888234,-0.678709,e
-1.042875,-0.849098,e
-2.610924,-2.37349,e
-3.778652,-0.986768,p
-2.045426,-0.015727,e
-3.257127,-0.584533,p
-4.386627,-1.997357,e
-3.129019,-1.619014,e
-3.017544,-2.585601,e
5.106496,-3.511317,p
-3.210378,-1.248324,e
-2.939539,-2.202895,e
-1.630205,-0.180553,e
-2.779695,-0.995266,e
-2.537565,-1.945314,e
-3.296693,-1.193734,p
-1.225644,-0.383725,e
-4.224906,-2.414185,e
-2.838223,-2.174278,e
-1.858923,0.171282,e
-3.494152,-1.763165,e
-2.729111,-1.881105,e
-1.570618,0.356305,e
-1.932577,-0.851031,e
-1.839427,-0.677196,e
-3.414152,-1.595287,e
-1.383514,-0.503758,e
-1.8256,0.071246,e
-1.88928,-0.085656,e
-1.457091,0.007593,e
-2.541106,-2.778645,e
-1.381625,-0.338562,e
-3.103049,-1.776344,e
-2.322696,-2.513528,e
-3.144745,-1.89144,e
-1.087306,-0.438337,e
-3.683355,-1.283627,p
-0.892143,0.178591,e
-2.987332,-2.36179,e
-2.391171,-1.9115,e
-1.165009,-0.098765,e
-1.1062,-0.636931,e
-2.057569,-0.073188,e
-1.410323,0.094269,e
-2.930832,-1.94352,e
-1.887042,-0.079073,e
-1.351314,-0.092474,e
-2.150401,-1.256908,e
-1.820668,-0.342805,e
-2.117267,-0.974196,e
-1.70934,0.005402,e
-3.389079,-1.032192,p
-2.773419,-2.41387,e
-1.7826,-0.493132,e
-0.859244,0.618711,e
-2.772456,-2.483595,e
-1.584779,-0.939024,e
-3.292669,-1.314978,e
-1.28082,-0.061548,e
-1.443749,0.408474,e
-3.170889,-1.907845,e
-3.228972,-1.166649,e
-3.734447,-1.341717,e
-3.261179,-1.175633,e
-1.374555,-0.258935,e
-3.280307,-2.158875,e
-3.100041,-2.00793,e
-1.603462,0.26025,e
-1.319214,-0.605878,e
-1.919234,-0.45015,e
-1.764908,-0.829406,e
-2.787677,-0.938593,e
-3.70224,-1.332734,e
-2.947381,-2.023707,e
-3.647685,-1.983277,e
-1.192735,0.174659,e
-1.958871,-0.42399,e
-1.331134,0.252378,e
-2.372854,-1.008372,e
-3.161994,-2.763869,e
-3.806028,-1.842772,p
-1.707355,-0.52538,e
-2.063313,-0.009932,e
-3.410271,-2.285748,e
-2.5988,-2.831615,e
-2.845371,-0.991563,e
-3.268199,-1.188684,e
-2.687241,-1.592274,e
-1.779733,0.329392,e
-1.046365,-0.077998,e
-2.902817,-2.262712,e
-2.932901,-1.485875,e
-2.761318,-1.890089,e
-1.564654,-0.938236,e
-2.749194,-2.348214,e
-3.084515,-1.755238,e
-2.865156,-1.947224,e
-3.230132,-2.022194,e
-3.266153,-1.350545,e
-2.457326,-2.163208,e
-1.60672,0.162623,e
-2.407719,-1.991687,e
-3.264721,-2.008964,e
-1.527996,-0.085905,e
-1.553609,-0.33129,e
-1.216644,0.371639,e
-2.561072,-2.141332,e
-2.488816,-2.302553,e
-2.274533,-2.687569,e
-3.197944,-1.16191,p
-2.359681,-1.772155,e
-3.10874,-1.820895,e
-1.720244,-0.209658,e
-1.954558,-0.640863,e
-2.694985,-1.921373,e
-3.086254,-1.63552,e
-2.181247,-2.870532,e
-1.783402,0.169192,e
-1.967667,-0.011234,e
-2.785603,-1.852965,e
-2.753396,-1.843982,e
-2.889687,-1.970737,e
-2.869603,-1.503629,e
-3.801388,-1.682771,p
-4.822949,-2.122951,e
-2.065551,-0.016515,e
-2.712233,-2.793803,e
-3.182093,-1.802662,e
-3.357018,-1.342774,e
-2.757944,-0.292227,e
-2.986608,-2.045742,e
-2.92285,-2.000194,e
-3.166374,-1.976645,e
-1.069165,0.093232,e
-1.408892,0.247886,e
-2.31303,-0.162155,e
-3.582008,-1.98698,e
-3.154729,-1.033493,e
-3.627812,-1.104991,p
-2.497515,-2.115518,e
-1.754874,-0.766556,e
-1.699361,-0.275812,e
-2.784886,-1.983327,e
-0.814974,-0.180175,e
-0.630944,0.602945,e
-1.148753,-1.103947,e
-1.391496,-0.447085,e
-1.174292,-0.007115,e
-3.223575,-1.349242,p
-3.38028,-1.478155,e
-0.867226,0.675384,e
-1.791031,-1.304303,e
-3.444622,-1.210829,p
-1.970461,-1.16585,e
-2.379434,-2.546025,e
-1.641346,-0.054568,e
-3.092191,-1.740709,e
-2.659293,-2.28626,e
-3.027734,-0.902917,e
-1.781164,0.175775,e
-3.052965,-1.718674,e
-0.960961,0.477997,e
-3.071325,-1.566044,e
-2.960265,-2.255045,e
-2.455646,-1.826687,e
-3.252487,-0.424532,p
-2.121119,-0.851323,e
