@relation 'pulsar_stars_principal components-weka.filters.unsupervised.attribute.PrincipalComponents-R0.95-A5-M2'

@attribute '0.407 Excess kurtosis of the integrated profile+0.388 Skewness of the integrated profile+0.373target_class-0.353 Mean of the integrated profile+0.344 Standard deviation of the DM-SNR curve...' numeric
@attribute '-0.447 Excess kurtosis of the DM-SNR curve-0.428 Skewness of the DM-SNR curve+0.389 Standard deviation of the integrated profile+0.353 Standard deviation of the DM-SNR curve+0.316 Mean of the integrated profile...' numeric
@attribute target {N,Y}

@data
-0.458681,-0.234611,N
-0.302434,-1.985304,Y
-0.283931,1.481869,N
-1.401837,-0.966545,N
-0.349968,-0.286914,N
-0.382264,-0.41539,N
-0.326376,-1.34745,N
-2.711669,-2.05398,N
0.186399,1.264764,N
0.137329,1.018182,N
-1.45785,-0.131343,N
-1.093713,-0.607397,N
-0.505432,-1.638096,N
0.083996,0.860062,N
-0.364451,0.103794,N
0.164862,-0.11456,N
-1.054228,0.307959,N
-0.84968,1.190546,N
-1.511499,-0.599671,N
0.275962,0.247799,N
-0.156083,2.25394,N
-1.073763,0.783199,N
-0.354571,0.86887,N
-0.223659,0.262349,N
6.916477,0.978997,Y
-0.577172,-0.786459,N
0.055718,1.160732,N
-0.299639,2.315406,N
-0.448484,1.829513,N
-0.913514,0.249055,N
-0.372087,1.408608,N
-0.566452,0.276037,N
-1.826276,-0.448684,N
0.244283,0.740496,N
-1.192269,1.10599,N
-0.436931,0.157334,N
-2.603215,-1.315665,N
0.266556,-1.254148,N
-0.359852,-0.295817,N
0.229481,-1.174081,N
-0.833809,0.143316,N
0.016572,-0.056054,N
-1.011822,1.370991,N
-0.614215,-0.543296,N
-0.217411,1.771575,N
-1.323075,-0.474641,N
-1.679759,-0.75172,N
0.510503,-0.096341,N
-0.702398,-0.941216,N
-0.851568,-0.709375,N
-1.292191,-1.688112,N
-0.26868,1.205418,N
-1.069904,-0.845059,N
-0.430955,0.317024,N
-1.052433,0.834235,N
-1.311197,1.401589,N
-1.990885,-0.655421,N
-0.744226,0.152865,N
-0.383491,0.317557,N
-1.417263,0.104273,N
-0.42744,1.389262,N
0.082753,0.912294,N
-2.310142,-1.517171,N
-2.183456,-0.719815,N
-0.271965,-1.951574,N
-1.028193,0.990112,N
-0.76643,-0.914016,N
-0.413306,0.586499,N
-2.173348,-0.920315,N
0.661586,2.459767,N
0.110808,-1.344024,N
-0.612786,-0.00378,N
-1.033756,1.330917,N
1.271855,1.834207,N
-1.692032,-0.352108,N
-0.081647,0.510387,N
5.305331,-1.653565,Y
-0.489702,-0.555805,N
0.416444,1.482648,N
-1.931484,-0.476131,N
1.187092,1.590356,Y
0.003301,2.249556,N
1.297828,-1.153853,N
6.648169,-2.678405,Y
3.621702,1.310497,Y
0.921086,-1.961419,Y
4.650095,-3.694538,Y
-1.780685,0.30673,N
2.658956,4.221941,N
10.050549,-3.200469,Y
2.898938,-0.085704,Y
4.172657,-1.433132,Y
0.17273,0.694722,N
4.012399,-1.301873,Y
-0.39433,0.927597,N
-0.781594,-1.273039,N
1.042356,-0.611711,N
6.240402,-1.31973,Y
4.383105,0.033452,Y
5.50116,0.161128,Y
-1.39844,0.054805,N
3.527574,-0.918823,Y
-0.601819,-0.227531,N
-0.728518,0.721517,N
3.76728,0.279728,Y
2.05787,4.073649,N
1.913304,0.467208,Y
1.349136,-1.123177,Y
-1.240399,-0.966972,N
-1.131122,-1.816059,N
-1.719726,-0.207915,N
-0.92001,0.266819,N
1.878446,-0.520393,Y
0.578629,0.604302,Y
-2.200857,-1.657375,N
-1.153731,0.534724,N
3.701306,-0.688861,Y
-0.53878,1.06965,N
-1.16541,0.043542,N
-1.373125,0.926062,N
-1.183754,-0.114028,N
3.102512,-0.408717,Y
-1.160801,-1.34299,N
-1.283975,-0.059512,N
-1.220094,1.559638,N
-1.229261,0.392786,N
0.022521,1.669453,N
-1.372872,0.458138,N
-1.359857,-1.584488,N
-0.620439,1.901374,N
-1.49825,-1.014884,N
-0.723852,0.224814,N
-0.022383,-0.43036,N
-1.445191,0.069152,N
-1.365927,-1.141618,N
6.361574,-2.949917,Y
-0.399475,1.698686,N
-0.801401,0.660733,N
0.180927,0.614883,N
-0.968973,0.774041,N
-1.248013,-1.112998,N
0.595403,0.914655,N
-0.301795,0.223031,N
-0.586019,1.507771,N
-2.441145,-1.660158,N
-0.251052,0.028888,N
-0.970331,-0.434749,N
-0.913561,0.805704,N
-1.984156,-0.78176,N
-1.13802,0.934866,N
0.153238,0.204018,N
-0.364711,-0.583936,N
3.990498,-1.645502,Y
5.499111,-1.365452,Y
-0.348973,-0.397606,N
0.752563,-0.06111,N
-1.017624,-0.051792,N
-1.274914,-0.619142,N
0.290597,1.346458,N
-0.234479,-0.497776,N
-0.193405,1.142058,N
8.890799,-2.893461,Y
7.559313,-1.119308,Y
4.620888,-0.706744,Y
4.818543,-2.568916,Y
2.11884,-0.861546,Y
-0.297438,0.151868,N
-1.61827,-0.037378,N
-1.105237,-0.312408,N
-0.420423,-0.782873,N
3.029935,0.148895,Y
-1.51693,-1.24428,N
-0.349921,-0.846677,N
-1.53631,-0.885695,N
-0.994524,-0.638977,N
3.05225,-0.806129,Y
-1.343939,-0.13563,N
-0.621676,0.75819,N
-0.422121,-0.594046,N
-0.602515,-2.270198,N
2.86599,3.001381,N
1.381024,3.754911,N
2.751324,3.091094,N
0.544565,5.020631,N
2.979198,3.039808,N
0.036032,5.121689,N
2.965524,3.270906,N
-1.470136,0.404179,N
1.533229,4.084654,N
1.456857,1.042332,Y
0.27081,2.331213,N
4.121913,-0.587267,Y
-0.893751,-0.10874,N
-1.41586,-0.229171,N
-1.754992,-1.538642,N
0.988446,-2.237195,N
-1.223926,-0.723948,N
1.646082,-0.086571,N
-0.496458,-0.435596,N
-1.253007,-0.905214,N
2.17132,-1.299431,Y
0.095669,-0.735093,N
2.601647,0.411414,Y
-0.356564,-0.738615,N
8.213206,-3.360656,Y
-0.912387,0.31854,N
9.36457,-2.826477,Y
1.602564,4.88167,N
0.865912,4.183052,N
-1.911286,0.544442,N
-0.909137,0.330767,N
4.196603,-2.570947,Y
-0.857159,1.398107,N
4.569923,-2.211201,Y
5.898955,-2.43929,Y
7.801736,-2.411703,Y
-0.886086,-2.761719,N
-1.114874,0.500912,N
-0.075252,1.09426,N
0.642719,0.305648,N
0.894254,-0.59157,N
4.341553,-0.862915,Y
6.164665,0.459513,Y
0.03944,-1.459074,N
0.184489,2.20803,N
2.19704,0.648191,Y
5.787443,-0.334338,Y
-2.534571,-1.562657,N
-1.908566,-1.186494,N
-0.327195,0.753254,N
2.173415,-0.53164,Y
-0.156149,0.907819,N
-1.732166,-0.394881,N
0.179556,1.91849,N
-1.119343,-1.929297,N
2.469108,-1.028296,Y
-0.136413,0.581812,N
8.961205,-3.312815,Y
-0.816657,-0.236353,N
-0.08306,-0.317828,N
-0.265714,0.935537,N
4.267188,1.961299,Y
6.57934,-1.711014,Y
-0.609342,2.196766,N
-0.484997,0.451084,N
-0.829792,0.139893,N
-1.05058,0.26119,N
-1.55394,-0.510478,N
0.195919,-1.669413,N
-0.942952,0.11053,N
-0.455805,0.212676,N
0.554938,1.783509,N
-0.653715,-0.021171,N
-1.080386,0.23015,N
-0.276626,-1.364862,N
-0.634872,1.555318,N
-0.422797,0.722418,N
-0.439717,0.262309,N
-1.799335,-2.040386,N
-0.144094,-1.846843,N
-0.644285,0.352648,N
-0.523971,0.721262,N
-0.618492,0.938323,N
-1.093031,-0.06935,N
-0.311772,0.806815,N
-0.379944,-1.094463,N
-1.116708,-1.094206,N
-1.307236,0.525517,N
3.216064,0.400861,Y
7.09702,-3.014245,Y
-0.110564,1.226565,N
-0.309495,-0.563633,N
0.235919,0.757523,N
0.634785,-0.524883,N
-0.585687,-0.541257,N
0.211515,-0.255193,N
-1.558496,-5.004401,N
-1.01985,-0.252255,N
-0.413317,1.626355,N
3.382053,-1.236482,Y
-0.051297,1.911713,N
0.365992,2.731788,N
-0.096304,-1.100117,N
4.721097,1.439645,Y
-1.342806,1.004993,N
-1.950315,-1.867443,N
-0.852602,0.176927,N
0.108302,-0.764718,N
0.130519,-0.171697,N
2.462487,0.92138,Y
-2.095803,-1.156313,N
-0.37862,-0.328765,N
9.151492,-4.132803,Y
-0.789925,-0.561382,N
-1.010262,0.434747,N
2.83183,-0.709165,Y
2.412778,-0.212865,Y
0.018433,-0.680956,N
-1.436631,-0.304515,N
-0.194162,0.782776,N
-0.008359,0.85041,N
1.809848,-1.409152,Y
-0.892429,-3.512123,N
-0.915177,0.829715,N
-1.598628,-0.215621,N
-0.674804,0.496448,N
0.828408,-0.878579,N
3.221628,-0.083049,Y
1.046294,-1.443775,Y
4.356475,-1.828887,Y
9.565553,-2.398382,Y
3.680761,-0.988784,Y
2.733157,-0.682106,Y
-0.254807,-1.092074,N
3.055699,1.045051,Y
2.912175,1.547522,Y
7.772399,-3.096596,Y
4.737542,1.642482,Y
-0.299322,0.060342,N
-0.30053,-0.148813,N
-0.780859,-0.203985,N
4.119014,-0.3857,Y
3.060154,-1.154353,Y
7.387465,-3.149964,Y
-0.514542,0.634666,N
-1.001202,1.177925,N
0.113499,-1.023556,N
2.498955,0.965424,Y
0.423458,2.471838,N
-0.544571,0.95487,N
-0.750991,0.480369,N
-0.895774,0.869185,N
-0.866425,-1.532888,N
-0.762254,0.459731,N
-0.995248,-0.874561,N
-1.169206,-0.830976,N
-1.101552,0.031479,N
5.71756,-1.381433,Y
-0.30787,-1.299088,N
1.973415,1.281625,Y
5.650084,-0.518307,Y
-2.077852,0.092764,N
-0.884305,1.121833,N
-0.863153,0.12572,N
-0.620599,-0.789894,N
-0.026999,1.309965,N
3.576979,-1.274475,Y
-1.28765,0.348708,N
-0.684145,-0.635224,N
-1.184621,0.704064,N
-0.583556,0.629138,N
-0.041452,-1.529887,N
-0.549024,1.050932,N
0.074002,-2.410601,N
0.286615,0.580348,N
-0.62728,0.189637,N
-0.885808,-0.167742,N
-0.604225,0.953144,N
-1.346727,-0.24114,N
-1.207594,0.046381,N
-0.026022,-1.166464,N
-2.726105,-2.905012,N
5.94821,-1.236983,Y
-0.572953,1.088864,N
9.673217,-1.619633,Y
4.684046,-2.363268,Y
11.66077,-3.461313,Y
3.442419,-0.892766,Y
-1.175098,-0.576494,N
6.252916,-0.529303,Y
-1.899937,-2.195081,N
-0.628306,0.568722,N
-1.131658,0.297023,N
-1.72513,-2.789023,N
10.861889,-3.496826,Y
-0.032294,0.853145,N
-0.679779,-0.461011,N
0.251112,-0.409858,N
-0.870739,-1.475703,N
3.007493,1.784068,Y
-1.522668,-0.811311,N
-0.792299,0.679497,N
-1.587745,-1.341813,N
1.04077,4.655965,N
-0.529559,0.580034,N
-0.424539,-0.416424,N
0.457622,2.148701,N
-1.309598,-0.365054,N
0.168999,-0.588428,N
-0.132298,0.645568,N
4.266711,-1.296178,Y
0.245635,2.1753,N
-2.173396,-0.40865,N
4.070258,-0.145062,Y
-0.906723,0.008695,N
1.626824,-0.113679,Y
0.986334,-0.203984,Y
4.403376,-2.300127,Y
-0.89567,-0.127521,N
1.530052,1.484434,Y
-0.930297,-0.157752,N
-1.135506,0.921492,N
0.212914,-1.988746,N
1.276145,-1.401812,Y
-0.818445,-1.751104,N
1.524927,1.064789,Y
-1.228108,-0.865501,N
0.92871,-0.650546,Y
-0.6724,0.495059,N
-1.699783,-0.288133,N
0.024983,0.297234,N
-1.278129,0.305278,N
-0.868757,-0.332762,N
0.530527,0.084463,N
-0.93534,0.464296,N
0.11857,0.592203,N
-0.532374,1.126479,N
0.360429,0.644056,N
-1.953749,-0.487519,N
-0.988687,-1.69603,N
-0.817608,0.50983,N
2.69159,-0.087316,Y
-0.604971,-1.252669,N
4.602718,-2.20573,Y
3.960752,-0.163184,Y
-0.681958,-1.214789,N
4.955897,-2.094219,Y
5.889928,-0.600745,Y
-2.35295,-2.582764,N
2.937472,1.032833,Y
-0.682485,-0.294654,N
-0.647724,1.111625,N
-0.988067,-0.432044,N
0.214041,-1.054108,N
-1.180241,0.953147,N
-0.985799,1.630603,N
-1.081463,0.728571,N
2.318258,4.209162,N
6.068979,-1.671228,Y
1.42692,3.766319,N
9.169742,-1.558002,Y
-0.284657,0.076911,N
8.849219,-2.331197,Y
-0.937411,-0.515814,N
-0.581936,-0.022577,N
-1.202761,0.711832,N
4.65893,1.573506,Y
0.225531,1.592276,N
5.364726,-1.112376,Y
-0.76366,1.199714,N
-0.514391,-0.401053,N
6.820944,-2.091256,Y
-0.413908,0.621328,N
-0.712255,0.941142,N
-0.702821,-0.77022,N
0.259968,-1.833849,N
-1.170201,0.02284,N
6.53336,-1.130111,Y
-0.920252,0.802956,N
-0.729352,1.180739,N
6.945049,-3.453404,Y
0.864613,3.51117,N
3.989603,2.423489,Y
-1.440208,-1.913291,N
2.501086,-2.260038,Y
4.286783,0.29077,Y
3.726996,-1.231279,Y
0.463734,-0.660214,N
0.49304,1.475353,N
1.956474,-0.875529,Y
0.401476,-0.045576,N
2.864913,-0.84825,Y
0.128074,-1.744891,N
3.790864,-1.500573,Y
0.370245,-0.417625,N
-0.5967,1.032141,N
9.234172,-2.872644,Y
1.535949,3.49089,N
3.182697,-0.495191,Y
6.627457,-2.834881,Y
0.824323,6.50818,N
0.283998,3.868783,N
4.656056,1.53706,Y
3.118879,1.765118,Y
8.375173,-2.699687,Y
2.315512,0.425096,Y
0.239239,1.491953,N
5.125318,1.121516,Y
3.021882,-0.709957,Y
2.321216,4.10032,N
7.758952,-0.404064,Y
4.274324,-1.013028,Y
-0.507595,-0.102495,N
-0.885409,0.987008,N
-0.779352,-0.569025,N
5.144988,-1.722543,Y
9.109024,-2.651661,Y
-1.586842,0.446097,N
-1.163198,0.717523,N
-1.239672,-0.363633,N
4.281032,-0.659685,Y
1.113834,2.019642,N
-1.234441,-0.213904,N
-0.121323,-0.999677,N
4.107719,-1.52468,Y
-0.031288,-2.015799,N
0.13947,-1.535136,N
0.129321,1.213578,N
5.657178,-0.517434,Y
-0.63522,0.813459,N
0.070622,-0.708863,N
-0.898794,-0.306278,N
1.532905,-0.269462,N
6.207479,-0.49956,Y
-1.235406,-3.495103,N
-0.430595,0.764734,N
5.007043,-1.078648,Y
-0.009615,0.278922,N
2.65045,-1.581121,Y
-1.769676,-0.768549,N
2.57035,4.527627,N
0.339409,-1.490122,Y
0.007383,-1.822067,N
8.845265,-1.59034,Y
5.200663,0.296206,Y
7.535062,-2.9543,Y
4.008069,0.636028,Y
1.654483,5.277765,N
-1.075772,0.825447,N
-0.190628,0.866166,N
-1.591897,-0.87983,N
-0.845306,-0.490541,N
-1.420896,0.425101,N
-2.825447,-2.4161,N
-1.296892,0.195888,N
-0.286863,0.180968,N
-0.983273,-0.125128,N
-2.523441,-3.299949,N
0.521325,0.548816,N
6.699136,1.017624,Y
6.708675,1.77808,Y
3.397441,3.87078,N
-0.575322,-1.211033,N
-1.378055,0.13443,N
-0.792194,-1.733312,N
2.160508,-1.693444,Y
2.244273,-0.376642,Y
7.251585,-0.59172,Y
5.406587,-2.059045,Y
-1.64106,-1.658328,N
2.152403,5.088645,N
-0.085161,-2.082782,N
-0.862486,-0.129962,N
3.462589,-2.916578,Y
-0.750112,0.14167,N
9.600487,-3.231187,Y
-0.256153,0.668989,N
3.924886,1.021329,Y
-1.513046,-1.157132,N
0.588449,-0.103763,N
-0.58094,0.723277,N
-1.815832,-1.429,N
4.777822,1.258045,Y
2.960935,0.413019,Y
-1.405915,0.136014,N
-1.276875,0.338374,N
-1.748229,-1.460416,N
-2.407417,-6.533051,N
-0.214705,2.2785,N
-0.970476,0.190222,N
-1.357743,0.282146,N
4.374246,2.035234,Y
1.44836,0.146109,Y
1.396608,4.834241,N
-0.488883,0.853345,N
-0.164035,1.133457,N
-0.070423,0.830399,N
-0.58906,0.669392,N
4.481929,1.588172,Y
-0.383792,1.075057,N
0.640093,-0.386904,Y
-2.266093,-3.171241,N
2.230423,-2.09613,Y
-1.176893,0.043671,N
-0.418026,0.757577,N
0.538126,-0.733114,N
9.500308,-2.634785,Y
-0.60024,-0.801707,N
4.309026,0.725498,Y
2.430946,-0.692524,Y
-0.307512,0.832912,N
2.223022,-0.091971,Y
1.624773,0.54597,Y
7.0568,-1.485033,Y
4.878485,-1.568893,Y
-0.454257,1.639455,N
-1.021152,0.911548,N
4.260768,0.001381,Y
2.637877,-0.138119,Y
-0.952532,-0.519209,N
-1.825619,-0.962528,N
-0.811276,-0.296346,N
2.097133,0.730844,N
-0.290905,1.183202,N
-0.91878,1.641048,N
-0.703665,0.385734,N
0.335573,2.047882,N
0.626136,0.501197,N
-0.350625,-1.831121,N
3.889387,-0.91179,Y
6.703847,-3.572947,Y
1.431475,0.079614,Y
0.230805,-0.212348,N
4.000739,-2.101362,Y
-0.742384,0.452584,N
3.879163,-1.030654,Y
-0.331751,-0.105101,N
3.745851,-1.772871,Y
5.890525,-0.586926,Y
6.713369,0.501613,Y
0.064688,-0.288973,N
2.271964,0.006505,Y
3.844817,1.092482,Y
1.092338,-0.398364,Y
3.928982,-2.549247,Y
2.013404,3.90927,N
-0.731458,0.572998,N
-1.171662,0.659755,N
-1.397323,-0.135373,N
-1.031935,0.458079,N
-1.239506,1.28036,N
-1.519724,0.177021,N
4.148225,2.307847,Y
5.825697,1.156799,Y
1.960156,-0.45349,Y
4.080546,-0.418699,Y
-0.33781,1.688697,N
8.457573,-0.940786,Y
11.608444,-2.888028,Y
0.670659,-1.136747,N
0.48139,2.034066,N
3.280519,0.557669,Y
0.40401,-0.776765,N
3.428606,-0.062965,Y
0.82779,2.922669,N
7.006254,-1.795415,Y
3.341887,-0.86079,Y
4.119964,-1.111563,Y
-0.741607,1.546325,N
-1.735987,-0.559935,N
-0.738955,-0.09019,N
-0.576677,0.595801,N
-1.632183,-2.254867,N
-0.356237,0.738654,N
-1.252416,1.582448,N
0.059099,1.53035,N
-0.053014,-0.866628,N
-2.003276,-0.670178,N
0.351145,0.02532,N
0.591853,3.402701,N
-0.18285,0.591178,N
-0.089775,1.749465,N
-0.744813,0.336614,N
-0.205126,-0.273138,N
-0.674963,1.105371,N
-0.608328,1.104875,N
-0.592277,-1.358073,N
-1.203361,-0.344678,N
0.05281,-0.325954,N
-0.584893,-0.514059,N
-0.288747,0.555886,N
0.560421,1.959015,N
-2.931787,-3.075174,N
8.043386,-0.869042,Y
3.772545,0.545723,Y
-1.321474,-0.513466,N
-0.850414,0.78081,N
-0.571404,-0.04326,N
-0.487928,-1.839767,N
0.120558,1.821475,N
3.929938,-0.332711,Y
-1.165654,-0.046187,N
4.012516,-0.596058,Y
6.360868,-2.915841,Y
-1.301064,0.670973,N
1.128288,3.056535,N
8.677454,-2.712175,Y
-0.024524,-1.082269,N
-1.774196,-0.01511,N
6.422025,-2.615517,Y
0.596509,2.259199,N
8.638763,-2.618005,Y
5.782167,-2.182854,Y
-0.420932,-0.728923,N
-1.036106,0.04618,N
-0.377635,-0.123192,N
0.041363,0.480409,N
-1.225358,0.132507,N
1.713574,4.912382,N
-1.13295,0.882418,N
-1.077464,0.053085,N
1.047352,-0.654145,N
-0.321671,-1.339588,N
1.309799,-0.168519,N
-1.066688,-0.02594,N
-1.427001,-1.058348,N
-1.493165,0.103617,N
-0.455585,0.837212,N
-0.322841,-1.247545,N
0.545985,0.67208,N
-0.706766,0.780773,N
0.204913,-1.077963,N
0.964981,-0.621453,Y
3.9426,-1.780197,Y
-1.507915,0.39613,N
0.663295,-0.080578,N
-0.182854,0.550738,N
-1.121649,0.126097,N
2.405843,-0.40612,Y
3.761992,-0.499909,Y
-1.077988,0.872124,N
-1.24742,0.003282,N
9.486202,-2.544829,Y
-2.117816,1.205162,N
1.860107,5.445215,N
3.81223,-2.018032,Y
2.33007,0.58774,Y
-1.351773,0.108927,N
-1.108264,-1.973956,N
-0.362621,0.303894,N
2.74115,-1.491737,Y
-0.662413,0.224478,N
3.492764,-0.011459,Y
-0.685708,0.464123,N
2.636486,1.188999,Y
8.170564,-4.02168,Y
-0.684743,-0.264431,N
-0.286227,-1.61833,N
0.193775,-0.231182,N
-1.022185,-1.01009,N
-1.068132,0.404066,N
-1.611949,-0.260624,N
0.138382,0.776032,N
-0.910359,-0.505109,N
-1.415009,-2.64295,N
5.304772,-0.257854,Y
-1.98808,-0.174718,N
4.906826,-0.290188,Y
-0.968524,0.137855,N
-0.889572,-0.362458,N
5.14699,-0.392089,Y
-0.290171,-0.300579,N
-0.98853,-1.035765,N
-1.010182,1.077602,N
-0.416574,0.987638,N
2.683123,0.521838,Y
6.450181,-0.923586,Y
3.154938,0.586251,Y
2.021616,5.396355,N
0.235092,0.217067,N
2.846013,0.31785,Y
-1.055802,0.462484,N
-0.385522,1.777808,N
3.433086,0.583402,Y
-0.353828,1.747678,N
0.944372,-0.30442,Y
-1.253082,-0.395899,N
-0.533245,0.210307,N
-0.442936,1.368166,N
5.326514,0.806121,Y
9.28659,-1.74568,Y
0.166948,-1.389977,N
7.687581,-1.035762,Y
12.636908,-4.116642,Y
2.99586,4.439091,N
4.545298,-1.438298,Y
7.448368,-2.161,Y
-1.280938,0.035096,N
-0.30416,-0.633527,N
0.247342,-0.006672,N
1.475159,5.468353,N
-1.32658,0.284065,N
-1.238404,0.249541,N
-1.36401,-1.189817,N
-1.790806,-3.313119,N
-0.269324,-0.489426,N
-0.422441,-0.472378,N
0.096259,0.401913,N
-0.194916,0.45682,N
-1.566189,-1.152991,N
0.107127,1.434846,N
-0.233007,0.556347,N
1.131441,0.555206,N
1.92297,5.125265,N
-0.008487,0.100988,N
1.114373,-0.001545,N
-0.678889,0.183429,N
-0.986449,0.536532,N
-1.415524,0.440752,N
5.982177,-0.616442,Y
-1.146058,-1.20846,N
3.059234,0.168415,Y
-0.442042,-0.014785,N
-1.110486,0.644604,N
4.652402,1.394686,Y
0.654401,-0.53865,Y
-1.355397,-0.476737,N
6.674041,-1.109521,Y
0.067796,2.154361,N
-1.067077,0.467857,N
-1.522085,-2.364224,N
2.041362,4.50767,N
6.987919,-1.274606,Y
-0.73228,0.333171,N
1.033119,5.039624,N
-0.865914,-1.039898,N
-0.408223,-1.509301,N
-0.38138,-2.01575,N
2.023647,4.218729,N
2.437963,1.910454,Y
3.768218,0.256894,Y
-0.822594,0.196748,N
5.58228,-0.987304,Y
6.87097,-1.91321,Y
6.923046,-1.050239,Y
0.268329,1.66706,N
0.724892,-0.928972,N
-0.678161,-1.061359,N
-0.381956,-2.412144,N
6.714828,-1.856066,Y
7.538068,-2.104154,Y
-0.584203,0.801596,N
-0.481281,-0.111557,N
2.054558,1.38474,Y
-0.659622,0.264188,N
-0.950365,-0.958962,N
-1.417952,-0.264103,N
-1.027546,0.966615,N
-1.845034,-0.212328,N
2.564413,-1.458644,Y
-1.527187,-2.222231,N
-0.286923,-0.598591,N
-1.681732,-0.100973,N
-0.952446,-1.142476,N
-0.145445,-0.588118,N
-0.44214,0.998892,N
0.288569,-1.047375,N
-0.586183,0.195224,N
3.950934,-0.315768,Y
-1.342078,-0.226763,N
-0.316568,1.156711,N
0.090969,0.021488,N
-0.905286,1.285468,N
-0.856875,0.201894,N
-0.714947,-1.373889,N
-1.182235,-0.196467,N
4.469933,1.378832,Y
4.845256,-1.455138,Y
-0.836085,1.389399,N
-0.561501,-0.26354,N
-1.884041,-1.856566,N
-1.443655,-1.551048,N
0.264019,-0.438481,N
3.448186,2.731812,N
0.121698,-0.521501,N
-1.537608,-1.522576,N
-1.638689,-0.903449,N
3.759122,-2.14581,Y
-0.727318,-0.234693,N
0.292932,1.893434,N
3.969848,0.467644,Y
0.011852,-0.773113,N
0.106892,-1.499494,N
-1.548182,-1.011632,N
-0.347155,-0.692661,N
-1.319692,0.479612,N
-1.155996,-0.552821,N
-1.341206,-1.389604,N
-1.904749,-0.764019,N
0.040849,-1.396832,N
-0.594252,-0.072179,N
3.57635,0.46714,Y
10.793047,-4.00967,Y
4.198902,-2.182814,Y
-1.314316,-0.231995,N
0.846595,1.771832,N
-0.571802,1.295951,N
-1.739849,-1.396864,N
0.032411,0.315895,N
4.787743,-1.497178,Y
2.328225,-0.4676,Y
8.315973,-2.213928,Y
-2.038535,-0.247451,N
-0.645426,0.017574,N
2.148601,-0.826779,N
9.862077,-2.005137,Y
-0.20209,1.107623,N
-0.927087,-0.507932,N
-0.329239,0.140557,N
-0.072234,-0.171854,N
-0.292107,0.093156,N
9.229521,-1.937935,Y
-1.469396,0.362706,N
-2.303805,-1.7609,N
-1.878251,-1.526063,N
0.813336,-1.034449,Y
0.243048,-1.510233,N
-0.569602,-0.107489,N
-0.594621,1.053328,N
-1.202793,0.634195,N
-0.673929,0.293849,N
-0.284245,1.53849,N
-1.207005,0.482363,N
-0.784573,1.631025,N
-0.631524,0.246392,N
-1.656925,-0.011246,N
-0.272319,0.104612,N
-0.087632,-1.582921,N
-1.370235,0.363554,N
-0.20041,-0.483143,N
-0.552687,-0.177549,N
-0.638654,0.152516,N
-0.323403,-0.409481,N
-0.538392,-1.994926,N
-0.173205,-0.908046,N
-0.904571,0.818987,N
1.506255,5.131558,N
-2.276724,-0.726214,N
-0.899552,-1.743284,N
-0.941307,1.299729,N
-0.724035,0.976762,N
-1.189055,-1.595724,N
0.996591,3.584353,N
-0.562106,-0.371576,N
-1.321835,-0.093268,N
-1.569509,-0.26234,N
0.559111,1.015742,N
-0.970549,0.231774,N
0.389838,-1.670906,N
-0.876166,-0.754062,N
0.226996,-1.385508,N
-1.047182,0.504768,N
-0.891135,-0.625444,N
0.475052,-1.548285,N
0.54144,0.44152,N
0.515991,1.739485,N
0.666634,2.386216,N
9.277064,-3.037517,Y
-0.639381,0.671861,N
-0.706841,-0.536426,N
2.371296,-0.867377,Y
2.6746,4.102531,N
12.257229,-3.426449,Y
2.411193,4.04646,N
5.169613,-1.579828,Y
10.074541,-3.215732,Y
-0.779173,-0.621191,N
-0.963535,-0.649458,N
-1.130149,-0.03092,N
0.012877,0.976784,N
1.114572,-0.008641,N
-0.523629,1.369557,N
-0.682792,-0.280107,N
-0.483772,-0.896292,N
-0.588978,0.927833,N
-0.299584,1.109196,N
0.478462,1.397162,N
-0.260403,0.226584,N
-0.139161,0.323164,N
0.920201,1.328753,N
0.182234,0.860195,N
-0.522533,2.044628,N
-2.052946,-0.288584,N
-0.294291,1.581395,N
3.282628,-1.154499,Y
-0.379606,-0.798062,N
-1.233881,0.780774,N
-1.102687,-0.25769,N
-0.023003,-1.445834,N
-0.708398,-0.896544,N
8.163142,-2.487629,Y
-1.002336,1.5141,N
-2.332643,-1.899193,N
8.746491,-0.748446,Y
-0.237983,1.021002,N
-1.134377,-0.375233,N
-0.11845,-0.2427,N
-0.943805,0.186569,N
3.91326,-0.304946,Y
-0.010285,0.943975,N
-1.224605,0.838995,N
1.006639,0.287921,N
1.005502,-1.071447,Y
0.180504,0.196261,N
-0.3875,1.082137,N
0.450837,0.207844,Y
-1.360442,-0.399122,N
-0.979975,-0.425909,N
-0.079231,-0.612926,N
0.675142,0.522026,N
-1.5215,-0.408174,N
0.97122,-0.122379,N
-1.246985,-1.397389,N
-0.0182,0.092618,N
-0.82311,-0.367392,N
-1.953616,-1.321801,N
-0.443322,-0.088177,N
-0.564344,-0.145554,N
-1.101201,0.233038,N
0.84814,-0.793855,N
-0.999986,0.048606,N
-2.021687,-2.889529,N
-0.549484,1.470957,N
-0.706709,-4.007399,N
1.382683,-0.001456,Y
-1.84082,-0.8112,N
-0.565539,1.348661,N
0.324438,2.097676,N
-0.853342,0.981832,N
0.14524,0.117554,N
-1.158298,-0.230482,N
-1.424282,-1.3749,N
-0.652681,0.716052,N
-0.768237,0.817938,N
3.979271,0.369877,Y
-0.409526,0.081601,N
-0.610187,0.331863,N
